pdbid,pK_predicted,t_prep_s,t_inf_s,t_tot_s,Model,pK_true
3nw9,7.370100975036621,0.0286083221435546,0.017730712890625,0.046339035034179604,DEAttentionDTA,9.0
4agp,4.668962001800537,0.0296058654785156,0.0177812576293945,0.0473871231079101,DEAttentionDTA,4.69
5c28,5.524487495422363,0.0275831222534179,0.0177681446075439,0.0453512668609618,DEAttentionDTA,5.66
3ejr,6.542884826660156,0.0253047943115234,0.0178339481353759,0.0431387424468993,DEAttentionDTA,8.57
3d6q,3.9636058807373047,0.0310194492340087,0.0178179740905761,0.048837423324584794,DEAttentionDTA,3.76
2xj7,6.71520471572876,0.063777208328247,0.0178248882293701,0.0816020965576171,DEAttentionDTA,6.66
2br1,7.004652500152588,0.0386500358581543,0.0181970596313476,0.0568470954895019,DEAttentionDTA,5.14
4djv,6.4859771728515625,0.0490920543670654,0.0178155899047851,0.0669076442718505,DEAttentionDTA,6.72
3f3d,4.751558780670166,0.0259840488433837,0.0178539752960205,0.0438380241394042,DEAttentionDTA,7.16
4eor,6.848806858062744,0.0270018577575683,0.0177810192108154,0.0447828769683837,DEAttentionDTA,6.3
2v7a,7.684962272644043,0.0520229339599609,0.0178165435791015,0.0698394775390624,DEAttentionDTA,8.3
3ge7,6.617825984954834,0.0424768924713134,0.0178451538085937,0.0603220462799071,DEAttentionDTA,8.7
2zcq,5.925632476806641,0.0577294826507568,0.0177700519561767,0.0754995346069335,DEAttentionDTA,8.82
3ueu,5.320065975189209,0.0227375030517578,0.0178136825561523,0.0405511856079101,DEAttentionDTA,5.24
4agq,4.9414963722229,0.0628814697265625,0.0177514553070068,0.08063292503356931,DEAttentionDTA,5.01
2wn9,5.9648756980896,0.0643916130065918,0.0178589820861816,0.0822505950927734,DEAttentionDTA,8.52
4cr9,5.090815544128418,0.0200839042663574,0.0177867412567138,0.037870645523071206,DEAttentionDTA,4.1
4qd6,7.851593017578125,0.0181531906127929,0.0178103446960449,0.0359635353088378,DEAttentionDTA,8.64
3aru,4.695340156555176,0.039940595626831,0.0178043842315673,0.0577449798583983,DEAttentionDTA,3.22
3f3e,4.75936222076416,0.054715871810913,0.0178785324096679,0.0725944042205809,DEAttentionDTA,7.7
2xb8,4.249858379364014,0.0506813526153564,0.0178830623626709,0.06856441497802729,DEAttentionDTA,7.59
4ea2,6.294007778167725,0.0329995155334472,0.0178284645080566,0.0508279800415038,DEAttentionDTA,6.44
1z9g,5.282516956329346,0.073028564453125,0.0181443691253662,0.0911729335784912,DEAttentionDTA,5.64
1ps3,5.212360382080078,0.0585732460021972,0.017834186553955,0.0764074325561522,DEAttentionDTA,2.28
2w4x,5.586548805236816,0.0285084247589111,0.0178759098052978,0.0463843345642089,DEAttentionDTA,4.85
4gr0,8.131879806518555,0.0113534927368164,0.0178160667419433,0.0291695594787597,DEAttentionDTA,9.55
2zcr,6.295153617858887,0.0238637924194335,0.0177893638610839,0.0416531562805174,DEAttentionDTA,6.87
3uev,5.734713077545166,0.0281698703765869,0.0177905559539794,0.045960426330566295,DEAttentionDTA,5.89
3p5o,6.11545467376709,0.0543897151947021,0.0178096294403076,0.0721993446350097,DEAttentionDTA,7.3
2x00,7.664976596832275,0.0561163425445556,0.0178432464599609,0.0739595890045165,DEAttentionDTA,11.33
2p15,7.64368200302124,0.0627243518829345,0.017775535583496,0.0804998874664305,DEAttentionDTA,10.3
4kzq,6.159278392791748,0.0468747615814209,0.0177977085113525,0.0646724700927734,DEAttentionDTA,6.1
3acw,5.80906343460083,0.0595080852508544,0.0177686214447021,0.0772767066955565,DEAttentionDTA,4.76
1gpn,6.990089416503906,0.0272839069366455,0.0178041458129882,0.045088052749633706,DEAttentionDTA,6.48
3utu,7.964802742004394,0.0412108898162841,0.0177443027496337,0.0589551925659178,DEAttentionDTA,10.92
4bkt,4.33088493347168,0.0094606876373291,0.0178079605102539,0.027268648147583,DEAttentionDTA,3.62
3u8k,7.240947723388672,0.0568208694458007,0.0178041458129882,0.0746250152587889,DEAttentionDTA,8.66
3arv,5.516922950744629,0.1035342216491699,0.0178248882293701,0.12135910987854,DEAttentionDTA,5.64
3n86,4.649296760559082,0.0728340148925781,0.0178203582763671,0.0906543731689452,DEAttentionDTA,5.64
2v00,3.5432848930358887,0.0688471794128418,0.0178184509277343,0.08666563034057609,DEAttentionDTA,3.66
2iwx,5.755241870880127,0.0500321388244628,0.0177817344665527,0.0678138732910155,DEAttentionDTA,6.68
4ty7,8.037768363952637,0.0581481456756591,0.0178101062774658,0.0759582519531249,DEAttentionDTA,9.52
3bv9,6.803011417388916,0.0597329139709472,0.0179090499877929,0.0776419639587401,DEAttentionDTA,5.36
5tmn,5.315771579742432,0.0500638484954834,0.0178539752960205,0.0679178237915039,DEAttentionDTA,8.04
3fur,6.50719165802002,0.0240635871887207,0.0178296566009521,0.041893243789672796,DEAttentionDTA,8.0
3syr,4.105493068695068,0.0596246719360351,0.0178539752960205,0.07747864723205561,DEAttentionDTA,5.1
3jya,6.89730978012085,0.0548138618469238,0.0177831649780273,0.0725970268249511,DEAttentionDTA,6.89
4owm,4.278875827789307,0.0283887386322021,0.0178070068359375,0.0461957454681396,DEAttentionDTA,2.96
2qbp,6.412007808685303,0.0541338920593261,0.0178287029266357,0.0719625949859618,DEAttentionDTA,8.4
3g31,4.172874927520752,0.0545511245727539,0.0178084373474121,0.072359561920166,DEAttentionDTA,2.89
4ogj,6.290132999420166,0.0312354564666748,0.0177977085113525,0.0490331649780273,DEAttentionDTA,6.79
3bgz,6.20279598236084,0.0644638538360595,0.0177850723266601,0.0822489261627196,DEAttentionDTA,6.26
3e92,7.5683913230896,0.0308864116668701,0.0177922248840332,0.0486786365509033,DEAttentionDTA,8.0
3kr8,7.477864742279053,0.0440893173217773,0.0177781581878662,0.0618674755096435,DEAttentionDTA,8.1
2ymd,3.5221760272979736,0.0910711288452148,0.0178158283233642,0.108886957168579,DEAttentionDTA,3.16
3b5r,8.446807861328125,0.0472052097320556,0.0178241729736328,0.0650293827056884,DEAttentionDTA,8.77
3u9q,5.042827606201172,0.0265557765960693,0.0177743434906005,0.0443301200866698,DEAttentionDTA,4.38
4abg,3.657727479934693,0.0471251010894775,0.017798900604248,0.0649240016937255,DEAttentionDTA,3.57
3fcq,4.464923858642578,0.0516648292541503,0.0177893638610839,0.06945419311523421,DEAttentionDTA,2.77
4x6p,8.124725341796875,0.0055162906646728,0.0177733898162841,0.0232896804809569,DEAttentionDTA,8.3
2qbq,6.141325950622559,0.0495390892028808,0.0177893638610839,0.0673284530639647,DEAttentionDTA,7.44
2r9w,5.4239501953125,0.0229508876800537,0.0178196430206298,0.0407705307006835,DEAttentionDTA,5.1
1z95,8.458722114562988,0.0168895721435546,0.017787218093872,0.034676790237426605,DEAttentionDTA,7.12
3b68,8.273869514465332,0.0174903869628906,0.0178298950195312,0.035320281982421806,DEAttentionDTA,8.4
3fv1,7.54677677154541,0.0224599838256835,0.0177810192108154,0.0402410030364989,DEAttentionDTA,9.3
3arp,6.9002885818481445,0.0334610939025878,0.017780065536499,0.0512411594390868,DEAttentionDTA,7.15
3dx2,4.528923988342285,0.0332119464874267,0.0178351402282714,0.0510470867156981,DEAttentionDTA,6.82
4cra,7.707739353179932,0.0238561630249023,0.0178449153900146,0.041701078414916895,DEAttentionDTA,7.22
4dli,5.442948341369629,0.0180888175964355,0.0178449153900146,0.0359337329864501,DEAttentionDTA,5.62
4j3l,7.272582054138184,0.0174417495727539,0.0177724361419677,0.035214185714721596,DEAttentionDTA,7.8
4f9w,6.870835304260254,0.0248994827270507,0.0177628993988037,0.0426623821258544,DEAttentionDTA,6.94
3qqs,4.954953193664551,0.0217118263244628,0.0178096294403076,0.0395214557647704,DEAttentionDTA,5.82
1u1b,5.7215986251831055,0.0227384567260742,0.0177869796752929,0.040525436401367104,DEAttentionDTA,7.8
1eby,8.789507865905762,0.0267322063446044,0.0177826881408691,0.044514894485473494,DEAttentionDTA,9.7
4qac,8.28297233581543,0.0468184947967529,0.0178449153900146,0.0646634101867675,DEAttentionDTA,9.4
4ciw,4.637631416320801,0.0378520488739013,0.0178136825561523,0.0556657314300536,DEAttentionDTA,4.82
2qbr,5.462132453918457,0.0314438343048095,0.0178024768829345,0.049246311187744,DEAttentionDTA,6.33
4mme,6.3102240562438965,0.0250120162963867,0.0178422927856445,0.0428543090820312,DEAttentionDTA,6.5
2wtv,7.739095211029053,0.0063533782958984,0.0178031921386718,0.024156570434570198,DEAttentionDTA,8.74
3fv2,7.195203304290772,0.0222156047821044,0.017859935760498,0.0400755405426024,DEAttentionDTA,8.11
1bzc,5.646741390228272,0.0153138637542724,0.0178532600402832,0.0331671237945556,DEAttentionDTA,4.92
3arq,5.28804874420166,0.0281035900115966,0.0178248882293701,0.0459284782409667,DEAttentionDTA,6.4
3u8n,7.638806343078613,0.0533349514007568,0.0178484916687011,0.0711834430694579,DEAttentionDTA,10.17
3f3a,4.567805290222168,0.0418963432312011,0.0178356170654296,0.05973196029663071,DEAttentionDTA,4.19
3g0w,8.696178436279297,0.0426445007324218,0.0177865028381347,0.0604310035705565,DEAttentionDTA,9.52
4tmn,5.799208641052246,0.0454499721527099,0.0178151130676269,0.0632650852203368,DEAttentionDTA,10.17
3dd0,7.874588012695312,0.0329954624176025,0.0177972316741943,0.0507926940917968,DEAttentionDTA,9.0
2j7h,6.2991156578063965,0.0285944938659667,0.0178229808807373,0.046417474746704004,DEAttentionDTA,7.19
4twp,7.310532569885254,0.03228759765625,0.0178134441375732,0.0501010417938232,DEAttentionDTA,10.0
3ehy,7.226934909820557,0.0251667499542236,0.017745018005371,0.0429117679595946,DEAttentionDTA,5.85
3oe4,6.077378749847412,0.0155684947967529,0.0178308486938476,0.0333993434906005,DEAttentionDTA,7.47
3pww,7.056097984313965,0.0569338798522949,0.0178127288818359,0.0747466087341308,DEAttentionDTA,7.32
3zt2,3.416821956634521,0.0228712558746337,0.0177874565124511,0.040658712387084794,DEAttentionDTA,2.84
3up2,7.063790321350098,0.0430991649627685,0.0177760124206542,0.0608751773834227,DEAttentionDTA,7.4
4jfs,6.138065814971924,0.021716833114624,0.0177814960479736,0.0394983291625976,DEAttentionDTA,5.27
2xys,6.160961151123047,0.0503425598144531,0.0178198814392089,0.068162441253662,DEAttentionDTA,7.42
4ddk,3.3046507835388184,0.0244255065917968,0.0178582668304443,0.0422837734222411,DEAttentionDTA,2.29
1s38,5.9201202392578125,0.0180869102478027,0.0178399085998535,0.035926818847656194,DEAttentionDTA,5.15
1o0h,5.062402725219727,0.0320496559143066,0.0178465843200683,0.0498962402343749,DEAttentionDTA,5.92
2y5h,7.110973358154297,0.0303044319152832,0.017888069152832,0.0481925010681152,DEAttentionDTA,5.79
2vw5,5.739386558532715,0.0369513034820556,0.0178020000457763,0.054753303527831906,DEAttentionDTA,8.52
3oe5,6.115386009216309,0.0158288478851318,0.0178112983703613,0.0336401462554931,DEAttentionDTA,6.88
3g2z,3.4039511680603027,0.0499916076660156,0.0178630352020263,0.0678546428680419,DEAttentionDTA,2.36
1y6r,8.549735069274902,0.0193455219268798,0.0178346633911132,0.037180185317993,DEAttentionDTA,10.11
2yki,7.0612473487854,0.006272554397583,0.0177743434906005,0.0240468978881835,DEAttentionDTA,9.46
1q8t,5.890594482421875,0.0989329814910888,0.0178678035736084,0.1168007850646972,DEAttentionDTA,4.76
4de1,5.052241325378418,0.035555362701416,0.0177583694458007,0.0533137321472167,DEAttentionDTA,5.96
4dld,6.304090023040772,0.0746614933013916,0.0180592536926269,0.0927207469940185,DEAttentionDTA,5.82
3uri,7.028143405914307,0.0199236869812011,0.0178234577178955,0.037747144699096596,DEAttentionDTA,9.0
2xdl,4.759719371795654,0.0396733283996582,0.0177638530731201,0.057437181472778306,DEAttentionDTA,3.1
2xii,7.462255001068115,0.0418109893798828,0.017820119857788,0.0596311092376708,DEAttentionDTA,7.2
2wer,6.119602203369141,0.0296213626861572,0.0177774429321289,0.0473988056182861,DEAttentionDTA,7.05
2yfe,6.00536584854126,0.023599624633789,0.0177919864654541,0.0413916110992431,DEAttentionDTA,6.63
1g2k,7.7458343505859375,0.0064804553985595,0.0177366733551025,0.024217128753662002,DEAttentionDTA,7.96
1e66,7.25330638885498,0.0221641063690185,0.017822265625,0.0399863719940185,DEAttentionDTA,9.89
3coy,6.092247009277344,0.0608491897583007,0.0177831649780273,0.078632354736328,DEAttentionDTA,6.02
3udh,3.429481029510498,0.0423190593719482,0.017801284790039,0.0601203441619872,DEAttentionDTA,2.85
1q8u,6.680440425872803,0.0242817401885986,0.0177500247955322,0.042031764984130804,DEAttentionDTA,5.96
2xbv,7.915409088134766,0.0180068016052246,0.0178325176239013,0.0358393192291259,DEAttentionDTA,8.43
4de2,5.474401950836182,0.0240352153778076,0.0178072452545166,0.041842460632324205,DEAttentionDTA,4.12
1pxn,6.1692376136779785,0.0150306224822998,0.0177772045135498,0.0328078269958496,DEAttentionDTA,7.15
3twp,4.262325763702393,0.040708303451538,0.0178503990173339,0.058558702468871904,DEAttentionDTA,3.92
4rfm,8.205130577087402,0.0284841060638427,0.0177240371704101,0.046208143234252805,DEAttentionDTA,10.05
1ydt,6.688135623931885,0.030714988708496,0.0177769660949707,0.0484919548034667,DEAttentionDTA,7.32
3zso,4.513898849487305,0.0361115932464599,0.0177743434906005,0.053885936737060394,DEAttentionDTA,5.12
1nc1,7.803291320800781,0.033588171005249,0.0177984237670898,0.0513865947723388,DEAttentionDTA,6.12
1oyt,6.863638877868652,0.0266721248626709,0.0178377628326416,0.0445098876953125,DEAttentionDTA,7.24
1r5y,5.80063009262085,0.0230052471160888,0.0177905559539794,0.0407958030700682,DEAttentionDTA,6.46
3b65,8.379979133605957,0.020920991897583,0.0177576541900634,0.0386786460876464,DEAttentionDTA,9.27
3nx7,7.938029289245605,0.0118739604949951,0.0177538394927978,0.0296277999877929,DEAttentionDTA,8.1
3coz,4.971102237701416,0.0174903869628906,0.0177688598632812,0.035259246826171806,DEAttentionDTA,5.57
4llx,2.78985857963562,0.0199067592620849,0.017754316329956,0.0376610755920409,DEAttentionDTA,2.89
4de3,5.34699010848999,0.0368402004241943,0.0177769660949707,0.054617166519165,DEAttentionDTA,5.52
1uto,3.031988859176636,0.0042290687561035,0.0177478790283203,0.0219769477844238,DEAttentionDTA,2.27
1p1q,5.322653770446777,0.0299587249755859,0.0177764892578125,0.047735214233398396,DEAttentionDTA,4.89
1yc1,6.424098014831543,0.0242536067962646,0.0177960395812988,0.0420496463775634,DEAttentionDTA,6.17
2hb1,4.3828206062316895,0.0451092720031738,0.0177772045135498,0.0628864765167236,DEAttentionDTA,3.8
4j28,6.97040319442749,0.0212118625640869,0.0177910327911376,0.0390028953552245,DEAttentionDTA,5.7
1sqa,7.004419803619385,0.0208580493927001,0.0178096294403076,0.0386676788330077,DEAttentionDTA,9.21
3wz8,5.343361854553223,0.0142593383789062,0.0177752971649169,0.032034635543823096,DEAttentionDTA,5.82
3gy4,4.195349216461182,0.0399534702301025,0.0178077220916748,0.0577611923217773,DEAttentionDTA,5.1
3gbb,7.130305290222168,0.0115902423858642,0.0177271366119384,0.029317378997802603,DEAttentionDTA,6.9
4lzs,4.874762058258057,0.0033760070800781,0.0177316665649414,0.0211076736450195,DEAttentionDTA,4.8
3kgp,3.2430853843688965,0.0039939880371093,0.0177481174468994,0.0217421054840087,DEAttentionDTA,2.57
2j78,5.343369960784912,0.033398151397705,0.017791748046875,0.05118989944458,DEAttentionDTA,6.42
3gv9,3.419784545898437,0.0204110145568847,0.0178203582763671,0.0382313728332518,DEAttentionDTA,2.12
3kwa,4.948326110839844,0.080029010772705,0.0177335739135742,0.0977625846862792,DEAttentionDTA,4.08
1nc3,6.975727081298828,0.0193860530853271,0.0177783966064453,0.0371644496917724,DEAttentionDTA,5.0
4pcs,6.566258907318115,0.0273926258087158,0.0177798271179199,0.0451724529266357,DEAttentionDTA,7.85
4j21,6.905474185943604,0.019606590270996,0.0177903175354003,0.037396907806396304,DEAttentionDTA,7.41
2wbg,5.741220951080322,0.0731048583984375,0.0177819728851318,0.09088683128356931,DEAttentionDTA,4.45
1nvq,7.999899387359619,0.0323896408081054,0.0177900791168212,0.0501797199249266,DEAttentionDTA,8.25
2vkm,7.73718786239624,0.0694286823272705,0.0177173614501953,0.08714604377746579,DEAttentionDTA,8.74
1lpg,7.755029201507568,0.0049538612365722,0.0177345275878906,0.0226883888244628,DEAttentionDTA,7.09
5aba,4.1653547286987305,0.0265517234802246,0.0177526473999023,0.0443043708801269,DEAttentionDTA,2.98
1mq6,8.155122756958008,0.043729543685913,0.0177950859069824,0.061524629592895404,DEAttentionDTA,11.15
3pxf,4.840067863464356,0.0117101669311523,0.0177760124206542,0.029486179351806502,DEAttentionDTA,4.43
4f09,6.845171928405762,0.0123207569122314,0.0177922248840332,0.0301129817962646,DEAttentionDTA,6.7
4gkm,4.780475616455078,0.0178394317626953,0.0178110599517822,0.0356504917144775,DEAttentionDTA,5.17
1z6e,8.206021308898926,0.0052828788757324,0.0177912712097167,0.0230741500854491,DEAttentionDTA,9.72
3ao4,3.22123646736145,0.0299513339996337,0.0178279876708984,0.0477793216705321,DEAttentionDTA,2.07
2zy1,5.946318626403809,0.0282638072967529,0.0177359580993652,0.045999765396118095,DEAttentionDTA,7.4
4eo8,6.960537910461426,0.0128500461578369,0.0177733898162841,0.030623435974121,DEAttentionDTA,8.15
4w9l,6.377543926239014,0.0429854393005371,0.0177412033081054,0.0607266426086425,DEAttentionDTA,5.02
4gid,7.95046854019165,0.0299823284149169,0.0177726745605468,0.0477550029754637,DEAttentionDTA,10.77
1w4o,4.621832847595215,0.0173256397247314,0.0177597999572753,0.0350854396820067,DEAttentionDTA,5.22
3ivg,5.347954750061035,0.0554680824279785,0.0177395343780517,0.0732076168060302,DEAttentionDTA,4.3
3b27,5.711006164550781,0.0046195983886718,0.0177876949310302,0.022407293319702003,DEAttentionDTA,5.16
3r88,3.87657618522644,0.0180091857910156,0.0177998542785644,0.03580904006958,DEAttentionDTA,4.82
3dx1,4.439392566680908,0.0303928852081298,0.0178062915802001,0.0481991767883299,DEAttentionDTA,3.58
4ivb,9.008158683776855,0.0228781700134277,0.017787218093872,0.0406653881072997,DEAttentionDTA,8.72
2xnb,6.590295314788818,0.0325322151184082,0.0177464485168457,0.050278663635253906,DEAttentionDTA,6.83
3tsk,7.543392181396484,0.004298448562622,0.0177419185638427,0.0220403671264647,DEAttentionDTA,7.17
2pog,7.594666957855225,0.0156712532043457,0.0178165435791015,0.033487796783447196,DEAttentionDTA,9.54
4e6q,7.566009521484375,0.0423729419708251,0.0177638530731201,0.0601367950439452,DEAttentionDTA,8.36
4ddh,3.40840482711792,0.0882279872894287,0.0178115367889404,0.1060395240783691,DEAttentionDTA,3.32
1o5b,5.364435195922852,0.0660393238067627,0.0177853107452392,0.0838246345520019,DEAttentionDTA,5.77
4m0z,6.612860679626465,0.0583517551422119,0.0177206993103027,0.07607245445251459,DEAttentionDTA,5.19
3lka,6.397002220153809,0.0225393772125244,0.0178170204162597,0.040356397628784096,DEAttentionDTA,2.82
3l7b,3.750556945800781,0.0481293201446533,0.0178375244140625,0.06596684455871579,DEAttentionDTA,2.4
4ivc,8.989230155944824,0.0694067478179931,0.017820119857788,0.0872268676757811,DEAttentionDTA,10.0
3u5j,5.633182525634766,0.0232055187225341,0.0177862644195556,0.040991783142089705,DEAttentionDTA,5.61
1h22,7.553040981292725,0.0860328674316406,0.017874002456665,0.1039068698883056,DEAttentionDTA,9.1
3jvr,5.797912120819092,0.0244462490081787,0.017806053161621,0.0422523021697997,DEAttentionDTA,5.72
4k18,8.309293746948242,0.0504791736602783,0.0177466869354248,0.0682258605957031,DEAttentionDTA,8.96
3gc5,6.049030303955078,0.0201640129089355,0.0177884101867675,0.037952423095703,DEAttentionDTA,7.26
2vvn,5.802004814147949,0.0879004001617431,0.017801284790039,0.10570168495178209,DEAttentionDTA,7.3
2w66,5.488097667694092,0.0241987705230712,0.0178232192993164,0.0420219898223876,DEAttentionDTA,4.05
4ivd,8.942914962768555,0.0165355205535888,0.0177569389343261,0.0342924594879149,DEAttentionDTA,9.52
3ozs,6.572875022888184,0.0172891616821289,0.0177769660949707,0.035066127777099595,DEAttentionDTA,5.33
4jsz,6.594989776611328,0.0225188732147216,0.0177092552185058,0.0402281284332274,DEAttentionDTA,2.3
1h23,7.564613342285156,0.0244438648223876,0.0177876949310302,0.0422315597534178,DEAttentionDTA,8.35
3jvs,6.137185096740723,0.0309338569641113,0.0177562236785888,0.0486900806427001,DEAttentionDTA,6.54
1owh,5.975375652313232,0.0157866477966308,0.017780065536499,0.0335667133331298,DEAttentionDTA,7.4
5a7b,4.809789180755615,0.0085129737854003,0.0177953243255615,0.0263082981109618,DEAttentionDTA,3.57
3wtj,7.019753932952881,0.0180907249450683,0.017824649810791,0.0359153747558593,DEAttentionDTA,6.53
3k5v,6.458866119384766,0.056922435760498,0.0178117752075195,0.0747342109680175,DEAttentionDTA,6.3
3ebp,5.429098606109619,0.0434110164642334,0.0178658962249755,0.0612769126892089,DEAttentionDTA,5.91
1p1n,5.773,,9.07749843597412,9.07749843597412,deltaLinF9XGB,6.8
3rr4,4.961,,9.937642812728882,9.937642812728882,deltaLinF9XGB,4.55
1o3f,6.314,,4.247960090637207,4.247960090637207,deltaLinF9XGB,7.96
3ozt,5.674,,4.363871097564697,4.363871097564697,deltaLinF9XGB,4.13
3rsx,4.663,,5.827837467193604,5.827837467193604,deltaLinF9XGB,4.41
1ydr,5.984,,6.016613960266113,6.016613960266113,deltaLinF9XGB,5.52
1a30,5.158,,3.9953207969665527,3.9953207969665527,deltaLinF9XGB,4.3
3b1m,8.109,,4.933561086654663,4.933561086654663,deltaLinF9XGB,8.48
3myg,6.699,,5.102436780929565,5.102436780929565,deltaLinF9XGB,10.7
3pyy,5.753,,4.958147764205933,4.958147764205933,deltaLinF9XGB,6.86
3nq9,2.675,,3.555673837661743,3.555673837661743,deltaLinF9XGB,4.03
3rlr,7.652,,4.060673952102661,4.060673952102661,deltaLinF9XGB,7.52
3prs,7.14,,4.991903781890869,4.991903781890869,deltaLinF9XGB,7.82
3zsx,3.87,,5.16342830657959,5.16342830657959,deltaLinF9XGB,3.28
3ui7,7.068,,5.3588175773620605,5.3588175773620605,deltaLinF9XGB,9.0
3zdg,6.032,,15.00309681892395,15.00309681892395,deltaLinF9XGB,7.1
4ih7,4.845,,8.374648571014404,8.374648571014404,deltaLinF9XGB,5.24
4w9h,5.258,,5.9081871509552,5.9081871509552,deltaLinF9XGB,6.73
1syi,6.605,,8.062381029129028,8.062381029129028,deltaLinF9XGB,5.44
3cj4,5.594,,8.469402551651001,8.469402551651001,deltaLinF9XGB,6.51
3uuo,7.049,,5.37009859085083,5.37009859085083,deltaLinF9XGB,7.96
1c5z,3.838,,4.475365400314331,4.475365400314331,deltaLinF9XGB,4.01
2cet,7.686,,6.807003974914551,6.807003974914551,deltaLinF9XGB,8.02
4gfm,6.25,,5.704225778579712,5.704225778579712,deltaLinF9XGB,7.22
2wca,5.479,,8.814433574676514,8.814433574676514,deltaLinF9XGB,5.6
3uew,6.06,,5.302982807159424,5.302982807159424,deltaLinF9XGB,6.31
2qe4,7.579,,6.72591495513916,6.72591495513916,deltaLinF9XGB,7.96
4f2w,9.772,,6.559638261795044,6.559638261795044,deltaLinF9XGB,11.3
4w9i,5.815,,5.786942958831787,5.786942958831787,deltaLinF9XGB,5.96
3ag9,3.78,,5.541891574859619,5.541891574859619,deltaLinF9XGB,8.05
2fxs,4.704,,3.979713678359986,3.979713678359986,deltaLinF9XGB,6.06
5c2h,7.457,,5.334209680557251,5.334209680557251,deltaLinF9XGB,11.09
4jia,6.725,,5.372629642486572,5.372629642486572,deltaLinF9XGB,9.22
2p4y,7.628,,7.651252508163452,7.651252508163452,deltaLinF9XGB,9.0
2qnq,6.073,,3.833935260772705,3.833935260772705,deltaLinF9XGB,6.11
3uex,5.863,,5.489049911499023,5.489049911499023,deltaLinF9XGB,6.92
3e93,8.032,,6.0591881275177,6.0591881275177,deltaLinF9XGB,8.85
1k1i,6.619,,4.9173994064331055,4.9173994064331055,deltaLinF9XGB,6.58
4jxs,4.524,,5.433363676071167,5.433363676071167,deltaLinF9XGB,4.74
3ryj,6.638,,4.504983425140381,4.504983425140381,deltaLinF9XGB,7.8
5dwr,8.254,,5.244028091430664,5.244028091430664,deltaLinF9XGB,11.22
3gnw,9.321,,8.133713006973267,8.133713006973267,deltaLinF9XGB,9.1
3mss,3.325,,4.899864435195923,4.899864435195923,deltaLinF9XGB,4.66
2wvt,4.235,,12.788219451904297,12.788219451904297,deltaLinF9XGB,6.12
3qgy,6.639,,4.54088282585144,4.54088282585144,deltaLinF9XGB,7.8
2zb1,7.433,,5.941691875457764,5.941691875457764,deltaLinF9XGB,6.32
4f3c,9.433,,6.521146297454834,6.521146297454834,deltaLinF9XGB,11.82
2brb,5.884,,4.764268636703491,4.764268636703491,deltaLinF9XGB,4.86
1qkt,7.496,,7.824325799942017,7.824325799942017,deltaLinF9XGB,9.04
3dxg,2.816,,3.503313541412353,3.503313541412353,deltaLinF9XGB,2.4
4w9c,5.173,,5.629753351211548,5.629753351211548,deltaLinF9XGB,4.65
2al5,6.615,,7.917026996612549,7.917026996612549,deltaLinF9XGB,8.4
3uo4,6.768,,4.9934680461883545,4.9934680461883545,deltaLinF9XGB,6.52
4k77,5.823,,4.96397590637207,4.96397590637207,deltaLinF9XGB,6.63
2fvd,7.566,,5.142018795013428,5.142018795013428,deltaLinF9XGB,8.52
3o9i,10.79,,3.8672494888305664,3.8672494888305664,deltaLinF9XGB,11.82
3ary,3.914,,8.058173179626465,8.058173179626465,deltaLinF9XGB,6.0
3n7a,4.404,,24.01476192474365,24.01476192474365,deltaLinF9XGB,3.7
3e5a,7.622,,5.200902462005615,5.200902462005615,deltaLinF9XGB,8.23
3g2n,4.7,,11.918545484542848,11.918545484542848,deltaLinF9XGB,4.09
4mgd,6.28,,7.479675054550171,7.479675054550171,deltaLinF9XGB,4.69
4m0y,5.606,,4.916889667510986,4.916889667510986,deltaLinF9XGB,6.46
1qf1,6.948,,5.040770053863525,5.040770053863525,deltaLinF9XGB,7.32
4agn,4.067,,4.050075769424439,4.050075769424439,deltaLinF9XGB,3.97
2yge,5.962,,4.149302244186401,4.149302244186401,deltaLinF9XGB,5.06
4kzu,6.08,,3.997623205184937,3.997623205184937,deltaLinF9XGB,6.5
4wiv,6.134,,3.416862964630127,3.416862964630127,deltaLinF9XGB,6.26
2wnc,6.187,,15.82144331932068,15.82144331932068,deltaLinF9XGB,6.32
4kz6,3.294,,5.40224814414978,5.40224814414978,deltaLinF9XGB,3.1
2zda,7.416,,4.927382469177246,4.927382469177246,deltaLinF9XGB,8.4
3gr2,2.479,,5.604694366455078,5.604694366455078,deltaLinF9XGB,2.52
4crc,7.949,,4.503482341766357,4.503482341766357,deltaLinF9XGB,8.72
4e5w,8.529,,8.879823207855225,8.879823207855225,deltaLinF9XGB,7.66
1bcu,4.155,,4.959052085876465,4.959052085876465,deltaLinF9XGB,3.28
4hge,7.903,,5.190553903579712,5.190553903579712,deltaLinF9XGB,7.92
1gpk,6.847,,7.609452962875366,7.609452962875366,deltaLinF9XGB,5.37
1vso,4.444,,7.559284210205078,7.559284210205078,deltaLinF9XGB,4.72
3n76,6.703,,31.97038197517395,31.97038197517395,deltaLinF9XGB,6.85
2weg,6.302,,5.632279872894287,5.632279872894287,deltaLinF9XGB,6.5
3f3c,5.337,,15.376710176467896,15.376710176467896,deltaLinF9XGB,6.02
4cig,4.585,,5.350407123565674,5.350407123565674,deltaLinF9XGB,3.67
2c3i,6.362,,4.753596782684326,4.753596782684326,deltaLinF9XGB,7.6
